5000,0.0012821555137634277
10000,0.0025603175163269043
15000,0.003807663917541504
20000,0.005170834064483642
25000,0.006466591358184814
30000,0.007763612270355225
35000,0.0090789794921875
40000,0.010300695896148682
45000,0.011557984352111816
50000,0.01295311450958252
55000,0.015524494647979736
60000,0.015359890460968018
65000,0.017378389835357666
70000,0.018292510509490968
75000,0.01948772668838501
80000,0.020888757705688477
85000,0.022060143947601318
90000,0.02349250316619873
95000,0.024854719638824463
100000,0.025854980945587157
